Map,Name,Description,Class,Subclass,PMIDS
map00550,Peptidoglycan biosynthesis,Peptidoglycan is a macromolecule made of long aminosugar strands cross-linked by short peptides. It forms the cell wall in bacteria surrounding the cytoplasmic membrane. The glycan strands are typically comprised of repeating N-acetylglucosamine (GlcNAc) and N-acetylmuramic acid (MurNAc) disaccharides. Each MurNAc is linked to a peptide of three to five amino acid residues. Disaccharide subunits are first assembled on the cytoplasmic side of the bacterial membrane on a polyisoprenoid anchor (lipid I and II). Polymerization of disaccharide subunits by transglycosylases and cross-linking of glycan strands by transpeptidases occur on the other side of the membrane. Bacterial cell wall biosynthesis inhibitors form a major class of antibiotics.,Metabolism, Glycan biosynthesis and metabolism,"['11320055', '11699883', '18077448', '18081839', '18266853']"
map00552,Teichoic acid biosynthesis,"Teichoic acids (TAs) are a class of cell surface glycopolymers found in the cell wall of Gram-positive bacteria. They are anionic polymers consisting of glycerol phosphate (GroP) or ribitol phosphate (RboP) repeat units linked by phosphodiester bonds. There are two types of teichoic acids: wall teichoic acid (WTA), which is attached to peptidoglycan by a disaccharide linkage unit, and lipoteichoic acid (LTA), which is attached to the plasma membrane by the Glc-DAG anchor. The repat units of both WTA and LTA may further be modified by glycosyl residues and/or D-alanine esters, generating structural variations.",Metabolism, Glycan biosynthesis and metabolism,"['12101296', '16150696', '16953575', '18215769', '18281399', '19520862', '19682249', '21035733', '21388439', '21558268', '23027967', '23858088', '24024634', '24819367', '26577602', '29343515', '29669826', '33540375', '33578058']"
map00561,Glycerolipid metabolism,,Metabolism, Lipid metabolism,"['11294844', '8662716', '8995384']"
map00562,Inositol phosphate metabolism,,Metabolism, Carbohydrate metabolism,"['14993306', '18310071']"
map00564,Glycerophospholipid metabolism,,Metabolism, Lipid metabolism,"['10092508', '10542045', '10938271', '12431977', '14663079', '1512203', '15522832', '1649829']"
map00565,Ether lipid metabolism,,Metabolism, Lipid metabolism,"['11015622', '11275267', '15788404']"
map00571,Lipoarabinomannan (LAM) biosynthesis,"Lipoarabinomannan (LAM), as well as structurally related lipomannan (LM) and phosphatidylinositol mannosides (PIMs), are major glycolipids found on the mycobacterial cell wall. LAM is synthesized from phosphatidylinositol (PI) and in a biochemical pathway of PI => PIMs => LM =>LAM. Structually, LAM and LM are an extension of PIMs containing an alpha1,6-linked mannan core with alpha1,2-monomannose side chains. The mannan core of LAM is in turn arabinosylated by a linear alpha1,5-linked Araf backbone, punctutated by alpha1,3-linked branching. LAM can be substituted by several capping motifs, which determine the ability of LAM to modulate the immune response through the interaction with different receptors containing C-type lectins (map04625). It has been shown that the immunomodulatory properties of LAM and related glycolipids contribute to the survival of Mycobacteriaum tuberculosis, the causative agent of tuberculosis (map05152).",Metabolism, Glycan biosynthesis and metabolism,"['12063260', '14627436', '15228522', '16803893', '17956343', '19049470', '20801880', '20843801', '21521247', '26104198', '26488279']"
map00572,Arabinogalactan biosynthesis - Mycobacterium,"Just like lipoarabinomannan (map00571), arabinogalactan (AG) is a major heteropolysaccharide found on the mycobacterium cell wall. AG consists of a linear galactan chain of galactofuranosyl (Galf) residues covalently connected to peptidoglycan (PG), with branches of three similar arabinan chains comprising arabinofuranosyl (Araf) residues. The non-reducing ends of arabinans are often covalently attached to the long fatty acids of mycolic acids. Thus, the covalently linked network of PG and mycolylated AG, termed the mycolyl-arabinogalactan-peptidoglycan (mAGP) complex, forms an exceptionally robust cell wall and provides a permeability barrier to antibiotics.",Metabolism, Glycan biosynthesis and metabolism,"['16595677', '18055597', '18627460', '1906464', '21555513', '24915502', '26104198', '26488279', '27417139']"
map00590,Arachidonic acid metabolism,,Metabolism, Lipid metabolism,"['10908295', '11328810', '11679404', '14622984', '14626496', '14636671', '14660610', '15205388', '15292194', '9812980']"
map00592,alpha-Linolenic acid metabolism,,Metabolism, Lipid metabolism,"['14522973', '15141068', '15670154', '16116284', '17172287', '17215350']"
map00600,Sphingolipid metabolism,,Metabolism, Lipid metabolism,"['10366774', '10652340', '11305904', '12011104', '1495423', '8457204']"
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,,Metabolism, Glycan biosynthesis and metabolism,"['10748143', '10837462', '10854427', '10854428', '12716912']"
map00621,Dioxin degradation,"Dioxins and dioxin-like compounds, including PCDDs, PCDFs and PCBs, are persistent organic pollutants (POPs) that are resistant to environmental degradation. However, POPs can be degraded by certain microorganisms with acquisition of a novel set of enzymes, such as biphenyl degradation by Paraburkholderia xenovorans LB400 involving four novel enzymes encoded in operon-like structures [MD:M00543]. DDT, another POP, and carbazol are also known to be degraded in similar pathways.",Metabolism, Xenobiotics biodegradation and metabolism,"['11322788', '12450109', '12483604', '12501294', '16775784', '17142386', '23415487', '9244273']"
map00622,Xylene degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['11375157', '15127183', '7768806', '8631713', '9150211']"
map00623,Toluene degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['10589735', '10629170', '11418570', '15184119', '15687214', '2050632', '8828208', '9006050']"
map00624,Polycyclic aromatic hydrocarbon degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['11282593', '11371533', '11682202', '11766961', '12483604', '12513994', '14711661', '15317800', '15386141', '15488584', '17041157', '17085566', '17258432', '19442441', '26965627', '8572690', '9094229']"
map00625,Chloroalkane and chloroalkene degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['10347028', '11999413', '12411705', '15294827', '15865156', '16957242', '1768109', '9687453', '8981984']"
map00626,Naphthalene degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['11097910', '11823228', '1447127', '15372028', '15500985', '16461648', '19854898', '8226631', '8981987']"
map00627,Aminobenzoate degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['11344134', '12670968', '14711645', '3078743', '8782397']"
map00630,Glyoxylate and dicarboxylate metabolism,,Metabolism, Carbohydrate metabolism,"['10978349', '11513957', '16407450', '18065535', '18819910', '21252347', '9596633']"
map00633,Nitrotoluene degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['11527999', '12107140', '14751225', '14753774', '15490158', '16187099', '16535348', '16535610', '17504490', '8534088', '9922262']"
map00642,Ethylbenzene degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['12420173', '15551059']"
map00643,Styrene degradation,,Metabolism, Xenobiotics biodegradation and metabolism,"['11544206', '17189487']"
map00680,Methane metabolism,"Methane is metabolized principally by methanotrophs and methanogens in the global carbon cycle. Methanotrophs consume methane as the only source of carbon, while methanogens produce methane as a metabolic byproduct. Methylotrophs, which are microorganisms that can obtain energy for growth by oxidizing one-carbon compounds, such as methanol and methane, are situated between methanotrophs and methanogens. Methanogens can obtain energy for growth by converting a limited number of substrates to methane under anaerobic conditions. Three types of methanogenic pathways are known: CO2 to methane [MD:M00567], methanol to methane [MD:M00356], and acetate to methane [MD:M00357]. Methanogens use 2-mercaptoethanesulfonate (CoM; coenzyme M) as the terminal methyl carrier in methanogenesis and have four enzymes for CoM biosynthesis [MD:M00358]. Coenzyme B-Coenzyme M heterodisulfide reductase (Hdr), requiring for the final reaction steps of methanogenic pathway, is divided into two types: cytoplasmic HdrABC in most methanogens and membrane-bound HdrED in Methanosarcina species. In methanotrophs and methyltrophs methane is oxidized to form formaldehyde, which is at the diverging point for further oxidation to CO2 for energy source and assimilation for biosynthesis. There are three pathways that convert formaldehyde to C2 or C3 compounds: serine pathway [MD:M00346], ribulose monophosphate pathway [MD:M00345], and xylulose monophosphate pathway [MD:M00344]. The first two pathways are found in prokaryotes and the third is found in yeast. As a special case of methylotrophs, various amines can be used as carbon sources in trimethylamine metabolism [MD:M00563].",Metabolism, Energy metabolism,"['11830598', '15168610', '15353801', '16024727', '16278835', '16385054', '16428816', '18587410', '20437165']"
map00720,Other carbon fixation pathways,"Carbon fixation is an important pathway for autotrophs living in various environments. Plants and cyanobacteria fix CO2 as organic compounds using solar energy mainly by the reductive pentose phosphate cycle (also called Calvin cycle, Calvin-Benson cycle, or Calvin-Benson-Bassham cycle) [MD:M00165]. There are, at least, five additional carbon fixation pathways known to exist in autotrophic bacteria and archaea, which differ in reducing compounds, energy source, and oxygen sensitivity of enzymes. (i) The reductive citric acid cycle (Arnon-Buchanan cycle) [MD:M00173] is found in microaerophiles and anaerobes, such as green sulfur bacteria. In one complete turn of this cycle, four molecules of CO2 are fixed by the enzymes that are sensitive to oxygen, resulting in the production of one molecule of oxaloacetate, which is itself an intermediate of the cycle. (ii) The reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [MD:M00377] is found in strictly anaerobic bacteria and archaea (Proteobacteria, Planctomycetes, Spirochaetes, and Euryarchaeota), some of which are methane-forming. A bifunctional enzyme, carbon monoxide dehydrogenase/acetyl-CoA synthase, catalyzes the reactions from CO2 to CO and from CO2 to a methyl group, and then to generate acetyl-CoA. (iii) The 3-hydroxypropionate bicycle [MD:M00376] is found in some green non-sulphur bacteria of the family Chloroflexaceae. In one complete turn of this bicycle, three molecules of bicarbonate are converted into one molecule of pyruvate. In addition, this bicycle provides the secondary benefit of useful intermediates for biosynthesis: acetyl-CoA, glyoxylate, and succinyl-CoA. (iv) The hydroxypropionate-hydroxybutyrate cycle [MD:M00375] is found in aerobic Crenarchaeota, Acidianus, Metallosphaera, and Sulfolobales. Some of the intermediates and the carboxylation reactions are the same as in the 3-hydroxypropionate bicycle. One complete turn of this cycle generates two molecules of acetyl-CoA, one of which is reutilized in the the cycle and the other is removed for cell material biosynthesis. (v) The dicarboxylate-hydroxybutyrate cycle [MD:M00374] was named after its intermediates: succinate (a kind of dicarboxylate) and hydroxybutyrate. This cycle has been found only in Ignicoccus hospitals, a strictly anaerobic hyperthermophilic archaea. Recent genome study suggests that this cycle may exist in Desulfurococcales (to which Ignicoccus belongs) and Thermoproteales (a taxon close to the origin of archaea). The first half of the cycle, from acetyl-CoA to succinate-CoA, corresponds to the reductive citric acid cycle and the latter half of the cycle, from succinate-CoA to two molecules of acetyl-CoA, corresponds to the hydroxypropionate-hydroxybutyrate cycle.",Metabolism, Energy metabolism,"['11827525', '15838028', '18511565', '19429610', '19955419', '3096193']"
